country,summary,country_code(ISO3166),area(sq_km),commencement,continent,languages,no_of_language,vitality,families
Poland,"Poland is a country in Europe that is home to 37,740,000 people. It is also home to 7 living indigenous languages. One of these, Polish, is the official language of the country. Poland was also home to 2 indigenous languages that are now extinct. In addition, 16 living non-indigenous languages are established within the country. In formal education, 2 indigenous languages are used as languages of instruction.",PL,306230,1945,Europe,"dict_keys(['Kashubian', 'Knaanic', 'Lower_Silesian', 'Polish', 'Polish_Sign_Language', 'Prussian', 'Silesian', 'Sudovian', 'Wymysorys'])",9,"['Institutional', '1', 'Stable', '3', 'Endangered', '3', 'Extinct', '2']","dict_keys(['Indo-European', 'Sign language'])"
Portugal,"Portugal is a country in Europe that is home to 10,242,000 people. It is also home to 6 living indigenous languages. One of these, Portuguese, is the official language of the country. Another, Mirandese, is an official language in part of the country. In addition, 10 living non-indigenous languages are established within the country. In formal education, 2 indigenous languages are used as languages of instruction.",PT,91590,1955,Europe,"dict_keys(['Asturian', 'Galician', 'Minderico', 'Mirandese', 'Portuguese', 'Portuguese_Sign_Language'])",6,"['Institutional', '2', 'Stable', '2', 'Endangered', '2', 'Extinct', '0']","dict_keys(['Indo-European', 'Sign language'])"
Qatar,"Qatar is a country in Asia that is home to 2,931,000 people. It is also home to 1 living indigenous language, Gulf Spoken Arabic. In addition, 3 living non-indigenous languages are established within the country. One of these, Standard Arabic, is the official language of the country.",QA,11610,1971,Asia,dict_keys(['Gulf_Spoken_Arabic']),1,"['Institutional', '1', 'Stable', '0', 'Endangered', '0', 'Extinct', '0']",dict_keys(['Afro-Asiatic'])
Romania,"Romania is a country in Europe that is home to 19,186,000 people. It is also home to 5 living indigenous languages. One of these, Romanian, is the official language of the country. Another, Hungarian, is an official language in part of the country. In addition, 24 living non-indigenous languages are established within the country. In formal education, 4 indigenous languages are used as languages of instruction.",RO,230170,1955,Europe,"dict_keys(['Hungarian', 'Romanian', 'Romanian_Sign_Language', 'Ukrainian', 'Vlax_Romani'])",5,"['Institutional', '2', 'Stable', '2', 'Endangered', '1', 'Extinct', '0']","dict_keys(['Indo-European', 'Sign language', 'Uralic'])"
Russian_Federation,"The Russian Federation is a country in Europe that is home to 145,806,000 people. It is also home to 102 living indigenous languages. One of these, Russian, is the official language of the country. Others—Bashkort, Tatar, Tuvan, and Yakut—are official languages in parts of the country. Russian Federation was also home to 11 indigenous languages that are now extinct. In addition, 16 living non-indigenous languages are established within the country. In formal education, 5 indigenous languages are used as languages of instruction.",RU,16376870,1991,Europe,"dict_keys(['Abaza', 'Adyghe', 'Aghul', 'Akhvakh', 'Akkala_Saami', 'Alutor', 'Andi', 'Archi', 'Arin', 'Avar', 'Bagvalal', 'Bashkort', 'Bezhta', 'Botlikh', 'Central_Siberian_Yupik', 'Chamalal', 'Chechen', 'Chukchi', 'Chulym', 'Church_Slavonic', 'Chuvantsy', 'Chuvash', 'Dargwa', 'Dido', 'Dolgan', 'Erzya', 'Even', 'Finnish', 'Forest_Enets', 'Ghodoberi', 'Gilyak', 'Halh_Mongolian', 'Hill_Mari', 'Hinukh', 'Hunzib', 'Ingrian', 'Ingush', 'Itelmen', 'Judeo-Tat', 'Kabardian', 'Kaitag', 'Kalmyk-Oirat', 'Kamas', 'Karachay-Balkar', 'Karagas', 'Karaim', 'Karata', 'Karelian', 'Kerek', 'Ket', 'Khakas', 'Khamnigan_Mongol', 'Khanty', 'Khvarshi', 'Kildin_Saami', 'Komi-Permyak', 'Komi-Zyrian', 'Koryak', 'Kott', 'Krimchak', 'Kubachi', 'Kumyk', 'Lak', 'Lezgi', 'Livvi-Karelian', 'Ludian', 'Mansi', 'Mator', 'Meadow_Mari', 'Mednyj_Aleut', 'Moksha', 'Muslim_Tat', 'Nanai', 'Naukan_Yupik', 'Negidal', 'Nenets', 'Nganasan', 'Nogai', 'Northern_Altai', 'Northern_Yukaghir', 'Omok', 'Oroch', 'Orok', 'Ossetic', 'Pumpokol', 'Russia_Buriat', 'Russian', 'Russian_Sign_Language', 'Rutul', 'Selkup', 'Seto', 'Shor', 'Siberian_Tatar', 'Sirenik_Yupik', 'Skolt_Saami', 'Southern_Altai', 'Southern_Yukaghir', 'Svan', 'Tabasaran', 'Tatar', 'Ter_Saami', 'Tindi', 'Tsakhur', 'Tundra_Enets', 'Tuvan', 'Udihe', 'Udmurt', 'Ulch', 'Veps', 'Vod', 'Yakut', 'Yug', 'Yurats'])",113,"['Institutional', '11', 'Stable', '19', 'Endangered', '72', 'Extinct', '11']","dict_keys(['Uralic', 'Nakh-Daghestanian', 'Turkic', 'Tungusic', 'Chukotko-Kamchatkan', 'Indo-European', 'Yeniseian', 'Yukaghir', 'Abkhaz-Adyghe', 'Eskimo-Aleut', 'Mongolic', 'Kartvelian', 'Language isolate', 'Mixed language', 'Sign language'])"
Rwanda,"Rwanda is a country in Africa that is home to 13,174,000 people. It is also home to 3 living indigenous languages. One of these, Kinyarwanda, is an official language of the country. In addition, 3 non-indigenous languages—English, French, and Swahili—are established within the country. They are also official languages. In formal education, 1 indigenous language is used as a language of instruction.",RW,24670,1962,Africa,"dict_keys(['Kinyarwanda', 'Nyankore', 'Rwandan_Sign_Language'])",3,"['Institutional', '1', 'Stable', '2', 'Endangered', '0', 'Extinct', '0']","dict_keys(['Niger-Congo', 'Sign language'])"
Saint_Kitts_and _Nevis,"Saint Kitts and Nevis is a country in the Americas that is home to 54,500 people. It is also home to 1 living indigenous language, Leeward Caribbean English Creole. In addition, 2 living non-indigenous languages are established within the country. One of these, English, is the official language of the country.",KN,260,1983,North America,dict_keys(['Leeward_Caribbean_English_Creole']),1,"['Institutional', '0', 'Stable', '1', 'Endangered', '0', 'Extinct', '0']",dict_keys(['Creole'])
Saint_Lucia,"Saint Lucia is a country in the Americas that is home to 184,000 people. It is also home to 1 living indigenous language, Lesser Antillean French Creole. It was also home to 1 indigeneous language that is now extinct. In addition, 2 living non-indigenous languages are established within the country. One of these, English, is the official language of the country.",LC,610,1979,North America,"dict_keys(['Island_Carib', 'Lesser_Antillean_French_Creole'])",2,"['Institutional', '0', 'Stable', '1', 'Endangered', '0', 'Extinct', '1']","dict_keys(['Creole', 'Maipurean'])"
Saint_Vincent_and_the_Grenadines,"Saint Vincent and the Grenadines is a country in the Americas that is home to 111,000 people. It is also home to 1 living indigenous language, Vincentian English Creole. It was also home to 1 indigeneous language that is now extinct. In addition, 2 living non-indigenous languages are established within the country. One of these, English, is the official language of the country.",VC,390,1980,North America,"dict_keys(['Island_Carib', 'Vincentian_English_Creole'])",2,"['Institutional', '0', 'Stable', '1', 'Endangered', '0', 'Extinct', '1']","dict_keys(['Creole', 'Maipurean'])"
Samoa,"Samoa is a country in the Pacific that is home to 202,200 people. It is also home to 1 living indigenous language, Samoan. It is an official language of the country. In addition, 1 non-indigenous language, English, is established within the country. It is also an official language. In formal education, 1 indigenous language is used as a language of instruction.",WS,2830,1976,Australia,dict_keys(['Samoan']),1,"['Institutional', '1', 'Stable', '0', 'Endangered', '0', 'Extinct', '0']",dict_keys(['Austronesian'])
San_Marino,"San Marino is a country in Europe that is home to 34,000 people. It is also home to 2 living indigenous languages. One of these, Italian, is the official language of the country. In formal education, 2 indigenous languages are used as languages of instruction.",SM,60,1992,Europe,"dict_keys(['Italian', 'Romagnol'])",2,"['Institutional', '1', 'Stable', '0', 'Endangered', '1', 'Extinct', '0']",dict_keys(['Indo-European'])
São_Tomé e_Príncipe,"São Tomé e Príncipe is a country in Africa that is home to 217,200 people. It is also home to 3 living indigenous languages. In addition, 4 living non-indigenous languages are established within the country. One of these, Portuguese, is the official language of the country.",ST,960,1975,Africa,"dict_keys(['Angolar', 'Principense', 'Sãotomense'])",3,"['Institutional', '0', 'Stable', '0', 'Endangered', '3', 'Extinct', '0']",dict_keys(['Creole'])
Saudi_Arabia,"Saudi Arabia is a country in Asia that is home to 35,845,000 people. It is also home to 7 living indigenous languages. One of these, Standard Arabic, is the official language of the country. In addition, 3 living non-indigenous languages are established within the country. In formal education, 2 indigenous languages are used as languages of instruction.",SA,2149690,1945,Asia,"dict_keys(['Baharna_Spoken_Arabic', 'Faifi', 'Gulf_Spoken_Arabic', 'Hijazi_Spoken_Arabic', 'Najdi_Spoken_Arabic', 'Saudi_Arabian_Sign_Language', 'Standard_Arabic'])",7,"['Institutional', '2', 'Stable', '5', 'Endangered', '0', 'Extinct', '0']","dict_keys(['Afro-Asiatic', 'Sign language'])"
Senegal,"Senegal is a country in Africa that is home to 17,196,000 people. It is also home to 31 living indigenous languages. In addition, 8 living non-indigenous languages are established within the country. One of these, French, is the official language of the country.",SN,192530,1960,Africa,"dict_keys(['Badyara', 'Bainouk-Gunyaamolo', 'Bainouk-Samik', 'Balanta-Ganja', 'Bandial', 'Bayot', 'Ejamat', 'Gusilay', 'Jalunga', 'Jola-Fonyi', 'Jola-Kasa', 'Karon', 'Kerak', 'Kuwaataay', 'Laalaa', 'Mandinka', 'Mandjak', 'Mankanya', 'Mlomp', 'Ménik', 'Ndut', 'Noon', 'Oniyan', 'Paloor', 'Pulaar', 'Saafi-Saafi', 'Serer-Sine', 'Soninke', 'Wamey', 'Western_Maninkakan', 'Wolof'])",31,"['Institutional', '1', 'Stable', '21', 'Endangered', '9', 'Extinct', '0']",dict_keys(['Niger-Congo'])
Serbia,"Serbia is a country in Europe that is home to 8,698,000 people. It is also home to 9 living indigenous languages. One of these, Serbian, is the official language of the country. Others—Bulgarian, Gheg Albanian, and Hungarian—are official languages in parts of the country. In addition, 13 living non-indigenous languages are established within the country. In formal education, 6 indigenous languages are used as languages of instruction.",RS,87460,2000,Europe,"dict_keys(['Balkan_Romani', 'Bulgarian', 'Gheg_Albanian', 'Hungarian', 'Romano-Serbian', 'Ruthenian', 'Serbian', 'Serbian_Sign_Language', 'Sinte_Romani'])",9,"['Institutional', '5', 'Stable', '4', 'Endangered', '0', 'Extinct', '0']","dict_keys(['Indo-European', 'Mixed language', 'Sign language', 'Uralic'])"
Seychelles,"Seychelles is a country in Africa that is home to 99,200 people. It is also home to 2 living indigenous languages. One of these, Seychelles French Creole, is an official language of the country. In addition, 2 non-indigenous languages, English and French, are established within the country. They are also official languages. In formal education, 1 indigenous language is used as a language of instruction.",SC,460,1976,Africa,"dict_keys(['Seychelles_French_Creole', 'Seychelles_Sign_Language'])",2,"['Institutional', '1', 'Stable', '1', 'Endangered', '0', 'Extinct', '0']","dict_keys(['Creole', 'Sign language'])"
Sierra_Leone,"Sierra Leone is a country in Africa that is home to 8,141,000 people. It is also home to 19 living indigenous languages. Some of these—Mende, Themne, and West-Central Limba—are official languages in parts of the country. In addition, 5 living non-indigenous languages are established within the country. One of these, English, is the official language of the country. In formal education, 4 indigenous languages are used as languages of instruction.",SL,72180,1961,Africa,"dict_keys(['Bom-Kim', 'Bullom_So', 'East_Limba', 'Eastern_Maninkakan', 'Gola', 'Kono', 'Krio', 'Kuranko', 'Loko', 'Mende', 'Northern_Kissi', 'Sherbro', 'Sierra_Leone_Sign_Language', 'Southern_Kisi', 'Susu', 'Themne', 'Vai', 'West-Central_Limba', 'Yalunka'])",19,"['Institutional', '5', 'Stable', '10', 'Endangered', '4', 'Extinct', '0']","dict_keys(['Niger-Congo', 'Creole', 'Sign language'])"
Singapore,"Singapore is a country in Asia that is home to 5,897,000 people. It is also home to 2 living indigenous languages. In addition, 22 living non-indigenous languages are established within the country. Some of these—English, Mandarin Chinese, Standard Malay, and Tamil—are the official languages of the country.",SG,700,1965,Asia,"dict_keys(['Baba_Malay', 'Singapore_Sign_Language'])",2,"['Institutional', '0', 'Stable', '1', 'Endangered', '1', 'Extinct', '0']","dict_keys(['Creole', 'Sign language'])"
Slovakia,"Slovakia is a country in Europe that is home to 5,431,000 people. It is also home to 6 living indigenous languages. One of these, Slovak, is the official language of the country. Another, Hungarian, is an official language in part of the country. In addition, 7 living non-indigenous languages are established within the country. In formal education, 2 indigenous languages are used as languages of instruction.",SK,48088,1993,Europe,"dict_keys(['Chakavian', 'Hungarian', 'Rusyn', 'Slovak', 'Slovakian_Sign_Language', 'Ukrainian'])",6,"['Institutional', '2', 'Stable', '3', 'Endangered', '1', 'Extinct', '0']","dict_keys(['Indo-European', 'Sign language', 'Uralic'])"
Slovenia,"Slovenia is a country in Europe that is home to 2,101,000 people. It is also home to 3 living indigenous languages. One of these, Slovene, is the official language of the country. Another, Italian, is an official language in part of the country. In addition, 9 living non-indigenous languages are established within the country. In formal education, 2 indigenous languages are used as languages of instruction.",SI,20140,1992,Europe,"dict_keys(['Italian', 'Slovene', 'Slovenian_Sign_Language'])",3,"['Institutional', '2', 'Stable', '1', 'Endangered', '0', 'Extinct', '0']","dict_keys(['Indo-European', 'Sign language'])"
Solomon_Islands,"The Solomon Islands is a country in the Pacific that is home to 704,000 people. It is also home to 70 living indigenous languages. It was also home to 2 indigenous languages that are now extinct. In addition, 2 living non-indigenous languages are established within the country. One of these, English, is the official language of the country. In formal education, 2 indigenous languages are used as languages of instruction.",SB,27990,1978,Australia,"dict_keys(['Italian', 'Slovene', 'Slovenian_Sign_Language', 'Amba', 'Anuta', 'Arosi', 'Asumboa', 'Babatana', 'Baeggu', 'Baelelea', 'Bauro', 'Bilua', 'Birao', 'Blablanga', 'Bughotu', 'Cheke_Holo', 'Dorio', 'Dughore', 'Engdewu', 'Fagani', 'Fataleka', 'Gao', 'Gela', 'Ghanongga', 'Ghari', 'Gulaalaa', 'Hoava', 'Kahua', 'Kazukuru', 'Kokota', 'Kusaghe', 'Kwaio', 'Kwaraae', 'Laghu', 'Lau', 'Lavukaleve', 'Lengo', 'Longgu', 'Lovono', 'Lungga', 'Malango', 'Marovo', 'Mono', 'Nalögo', 'Natügu', 'Noipä', 'Ontong_Java', 'Oroha', 'Owa', 'Pijin', 'Rennell-Bellona', 'Ririo', 'Roviana', 'Savosavo', 'Saa', 'Sikaiana', 'Simbo', 'Solomon_Islands_Sign_Language', 'Talise', 'Tanema', 'Tanibili', 'Teanu', 'Tikopia', 'Touo', 'Toabaita', 'Ughele', 'Vaeakau-Taumako', 'Vaghua', 'Vangunu', 'Varisi', 'Wala', 'Zabana', 'Zazao', 'Äiwoo', 'Areare'])",75,"['Institutional', '4', 'Stable', '51', 'Endangered', '15', 'Extinct', '2']","dict_keys(['Austronesian', 'Central Solomons', 'Creole', 'Sign language'])"
Somalia,"Somalia is a country in Africa that is home to 16,360,000 people. It is also home to 10 living indigenous languages. One of these, Somali, is the official language of the country. In addition, 3 living non-indigenous languages are established within the country. In formal education, 1 indigenous language is used as a language of instruction.",SO,627340,1960,Africa,"dict_keys(['Boon', 'Borana-Arsi-Guji_Oromo', 'Dabarre', 'Garre', 'Jiiddu', 'Maay', 'Mushungulu', 'Somali', 'Swahili', 'Tunni'])",10,"['Institutional', '1', 'Stable', '4', 'Endangered', '5', 'Extinct', '0']","dict_keys(['Afro-Asiatic', 'Niger-Congo'])"
South_Africa,"South Africa is a country in Africa that is home to 60,143,000 people. It is also home to 20 living indigenous languages. Some of these—Afrikaans, Ndebele, Northern Sotho, Setswana, Southern Sotho, Swati, Tsonga, Venda, Xhosa, and Zulu—are official languages of the country. South Africa was also home to 5 indigenous languages that are now extinct. In addition, 11 living non-indigenous languages are established within the country. One of these, English, is also an official language of the country. In formal education, 11 indigenous languages are used as languages of instruction.",ZA,1213090,1945,Africa,"dict_keys(['Afrikaans', 'Camtho', 'Flaaitaal', 'Gail', 'Korana', 'Lower_Nossob', 'Ndebele', 'Northern_Sotho', 'Nǁng', 'Oorlams', 'Pidgin_Bantu', 'Ronga', 'Seroa', 'Setswana', 'South_African_Sign_Language', 'Southern_Sotho', 'Swati', 'Tsonga', 'Venda', 'Xhosa', 'Xiri', 'Zulu', 'Xam', 'ǁXegwi', '‡Ungkue'])",25,"['Institutional', '10', 'Stable', '2', 'Endangered', '8', 'Extinct', '5']","dict_keys(['Niger-Congo', 'Tuu', 'Creole', 'Khoe-Kwadi', 'Indo-European', 'Mixed language', 'Pidgin', 'Sign language', 'Unclassified'])"
South_Korea,"South Korea is a country in Asia that is home to 51,611,000 people. It is also home to 3 living indigenous languages. One of these, Korean, is the official language of the country. In addition, 1 living non-indigenous language is established within the country. In formal education, 2 indigenous languages are used as languages of instruction.",KR,97230,1991,Asia,"dict_keys(['Jejueo', 'Korean', 'Korean_Sign_Language'])",3,"['Institutional', '2', 'Stable', '0', 'Endangered', '1', 'Extinct', '0']","dict_keys(['Koreanic', 'Sign language'])"
South_Sudan,"South Sudan is a country in Africa that is home to 11,619,000 people. It is also home to 62 living indigenous languages. It was also home to 3 indigenous languages that are now extinct. In addition, 11 living non-indigenous languages are established within the country. One of these, English, is the official language of the country. In formal education, 1 indigenous language is used as a language of instruction.",SS,610952,2011,Africa,"dict_keys(['Acholi', 'Aja', 'Anuak', 'Avokaya', 'Bai', 'Baka', 'Bari', 'Belanda_Bor', 'Belanda_Viri', 'Beli', 'Bongo', 'Didinga', 'Dongotono', 'Feroge', 'Gbaya', 'Homa', 'Imotong', 'Indri', 'Juba_Arabic', 'Jumjum', 'Jur_Modo', 'Kacipo-Bale_Suri', 'Kakwa', 'Keliko', 'Komo', 'Kuku', 'Laarim', 'Lango', 'Logir', 'Lokoya', 'Lopit', 'Luwo', 'Mabaan', 'Mandari', 'Mangayat', 'Ma di', 'Mittu', 'Morokodo', 'Moru', 'Mo da', 'Murle', 'Mündü', 'Ndogo', 'Njalgulgule', 'Northeastern_Dinka', 'Northwestern_Dinka', 'Nuer', 'Nyamusa-Molo', 'Okolie', 'Olu bo', 'Opo', 'Otuho', 'Päri', 'Reel', 'Shilluk', 'South_Central_Dinka', 'Southeastern_Dinka', 'Southwestern_Dinka', 'Sudanese_Spoken_Arabic', 'Tennet', 'Thuri', 'Togoyo', 'Toposa', 'Uduk', 'Zande'])",65,"['Institutional', '4', 'Stable', '47', 'Endangered', '11', 'Extinct', '3']","dict_keys(['Nilo-Saharan', 'Niger-Congo', 'Afro-Asiatic', 'Creole'])"
Spain,"Spain is a country in Europe that is home to 47,385,000 people. It is also home to 15 living indigenous languages. One of these, Spanish, is the official language of the country. Others—Basque, Catalan, and Galician—are official languages in parts of the country. Spain was also home to 1 indigeneous language that is now extinct. In addition, 6 living non-indigenous languages are established within the country. In formal education, 6 indigenous languages are used as languages of instruction.",ES,498800,1955,Europe,"dict_keys(['Aragonese', 'Aranés', 'Asturian', 'Basque', 'Caló', 'Catalan', 'Catalan_Sign_Language', 'Extremaduran', 'Fala', 'Galician', 'Guanche', 'Mercheros', 'Portuguese', 'Spanish', 'Spanish_Sign_Language', 'Valencian_Sign_Language'])",16,"['Institutional', '4', 'Stable', '3', 'Endangered', '8', 'Extinct', '1']","dict_keys(['Indo-European', 'Sign language', 'Afro-Asiatic', 'Language isolate', 'Mixed language', 'Unclassified'])"
Sri_Lanka,"Sri Lanka is a country in Asia that is home to 22,156,000 people. It is also home to 5 living indigenous languages. Two of these, Sinhala and Tamil, are the official languages of the country. In addition, 2 living non-indigenous languages are established within the country. In formal education, 2 indigenous languages are used as languages of instruction.",LK,62710,1955,Asia,"dict_keys(['Sinhala', 'Sri_Lankan_Malay_Creole', 'Sri_Lankan_Sign_Language', 'Tamil', 'Veddah'])",5,"['Institutional', '2', 'Stable', '1', 'Endangered', '2', 'Extinct', '0']","dict_keys(['Indo-European', 'Creole', 'Dravidian', 'Sign language'])"
Sudan,"Sudan is a country in Africa that is home to 44,385,000 people. It is also home to 70 living indigenous languages. It was also home to 2 indigenous languages that are now extinct. In addition, 6 living non-indigenous languages are established within the country. Two of these, English and Standard Arabic, are the official languages of the country.",SD,1765048,1956,Africa,"dict_keys(['Achumawi', 'Adai', 'Ahtena', 'Alabama', 'Aleut', 'Alsea', 'American_Sign_Language', 'Apalachee', 'Aranama-Tamique', 'Arapaho', 'Arikara', 'Atakapa', 'Atsugewi', 'Barbareño', 'Bay_Miwok', 'Biloxi', 'Blackfoot', 'Caddo', 'Cahuilla', 'Cajun_French', 'Carolina_Algonquian', 'Catawba', 'Cayuga', 'Cayuse', 'Central_Pomo', 'Central_Sierra_Miwok', 'Central_Yupik', 'Chemakum', 'Cherokee', 'Chetco', 'Cheyenne', 'Chickasaw', 'Chimariko', 'Chinook', 'Chinook_Wawa', 'Chippewa', 'Chitimacha', 'Choctaw', 'Clallam', 'Coahuilteco', 'Coast_Miwok', 'Cocopa', 'Coeur_d Alene', 'Columbia-Wenatchi', 'Comanche', 'Coos', 'Coquille', 'Cotoname', 'Cowlitz', 'Crow', 'Cruzeño', 'Cupeño', 'Dakota', 'Deg_Xinag', 'Eastern_Abenaki', 'Eastern_Keres', 'Eastern_Pomo', 'Esselen', 'Etchemin', 'Eyak', 'Gabrielino-Fernandeño', 'Galice', 'Garza', 'Gros_Ventre', 'Han', 'Havasupai-Walapai-Yavapai', 'Hawaii_Pidgin', 'Hawaiian', 'Hawaii_Sign_Language', 'Hidatsa', 'Ho-Chunk', 'Holikachuk', 'Hopi', 'Hupa', 'Hutterite_German', 'Ineseño', 'Iowa-Oto', 'Jemez', 'Jicarilla_Apache', 'Kalapuya', 'Kalispel-Pend_d Oreille', 'Kansa', 'Karankawa', 'Karkin', 'Karok', 'Kashaya', 'Kato', 'Kawaiisu', 'Kickapoo', 'Kiowa', 'Kiowa_Apache', 'Kitsai', 'Klamath-Modoc', 'Koasati', 'Koyukon', 'Kumiai', 'Kutenai', 'Kwalhioqua-Tlatskanai', 'Lake_Miwok', 'Lakota', 'Lipan_Apache', 'Louisiana_Creole', 'Loup_A', 'Loup_B', 'Lower_Chehalis', 'Lower_Tanana', 'Luiseño', 'Lushootseed', 'Mahican', 'Makah', 'Malecite-Passamaquoddy', 'Mandan', 'Maricopa', 'Martha s_Vineyard_Sign_Language', 'Mattole', 'Menominee', 'Mescalero-Chiricahua_Apache', 'Meskwaki', 'Miami', 'Michif', 'Michigamea', 'Mikasuki', 'Miluk', 'Mobilian', 'Mohave', 'Mohawk', 'Mohegan-Pequot', 'Molale', 'Mono', 'Munsee', 'Muskogee', 'Nanticoke', 'Narragansett', 'Natchez', 'Navajo', 'Nawathinehena', 'Nez_Perce', 'Nisenan', 'Nomlaki', 'Nooksack', 'North_Alaskan_Inupiatun', 'Northeast_Maidu', 'Northeastern_Pomo', 'Northern_Haida', 'Northern_Kalapuya', 'Northern_Ohlone', 'Northern_Paiute', 'Northern_Pomo', 'Northern_Sierra_Miwok', 'Northern_Straits_Salish', 'Northern_Tiwa', 'Northwest_Alaska_Inupiatun', 'Northwest_Maidu', 'Nottoway', 'Nottoway-Meherrin', 'Obispeño', 'Ofo', 'Okanagan', 'Omaha-Ponca', 'Osage', 'Ottawa', 'Pacific_Gulf_Yupik', 'Patwin', 'Pawnee', 'Pennsylvania_German', 'Pidgin_Delaware', 'Piro', 'Piscataway', 'Plains_Indian_Sign_Language', 'Plains_Miwok', 'Potawatomi', 'Powhatan', 'Purisimeño', 'Quapaw', 'Quechan', 'Quileute', 'Quinault', 'Quiripi', 'Saint_Lawrence_Island_Yupik', 'Salinan', 'Sea_Island_English_Creole', 'Seneca', 'Serrano', 'Shasta', 'Shawnee', 'Shoshoni', 'Siuslaw', 'Skagit', 'Snohomish', 'Southeastern_Pomo', 'Southern_Kalapuya', 'Southern_Lushootseed', 'Southern_Ohlone', 'Southern_Pomo', 'Southern_Sierra_Miwok', 'Southern_Tiwa', 'Spokane', 'Susquehannock', 'Takelma', 'Tanacross', 'Tanaina', 'Tenino', 'Tewa', 'Tillamook', 'Timbisha', 'Timucua', 'Tlingit', 'Tohono_O odham', 'Tolowa', 'Tonkawa', 'Tsetsaut', 'Tsimshian', 'Tunica', 'Tuscarora', 'Tututni', 'Twana', 'Tübatulabal', 'Umatilla', 'Unami', 'Upper_Chehalis', 'Upper_Kuskokwim', 'Upper_Tanana', 'Upper_Umpqua', 'Ute-Southern_Paiute', 'Valley_Maidu', 'Ventureño', 'Wailaki', 'Walla_Walla', 'Wampanoag', 'Wappo', 'Wasco-Wishram', 'Washo', 'Western_Apache', 'Western_Keres', 'Wichita', 'Wintu', 'Wiyot', 'Woccon', 'Wyandot', 'Yakama', 'Yana', 'Yokuts', 'Yuchi', 'Yuki', 'Yurok', 'Zuni', 'Acheron', 'Afitti', 'Aka', 'Ama', 'Andaandi', 'Baygo', 'Bedawiyet', 'Berta', 'Berti', 'Birked', 'Burun', 'Dagik', 'Dair', 'Dar_Fur_Daju', 'Dar_Sila_Daju', 'Dilling', 'El_Hugeirat', 'Fur', 'Gaam', 'Ganza', 'Gbaya', 'Ghulfan', 'Gula', 'Gule', 'Gumuz', 'Heiban', 'Jumjum', 'Kadaru', 'Kanga', 'Karko', 'Katcha-Kadugli-Miri', 'Katla', 'Keiga', 'Kelo', 'Ko', 'Koalib', 'Komo', 'Krongo', 'Lafofa', 'Laro', 'Logol', 'Logorik', 'Lumun', 'Masalit', 'Midob', 'Molo', 'Moro', 'Nding', 'Ngile', 'Nobiin', 'Otoro', 'Shatt', 'Shwai', 'Sudanese_Spoken_Arabic', 'Tagoi', 'Talodi', 'Tama', 'Tegali', 'Temein', 'Tese', 'Tigré', 'Tima', 'Tira', 'Tocho', 'Torona', 'Tulishi', 'Tumtum', 'Uduk', 'Wali', 'Warnang', 'Yulu', 'Zaghawa'])",318,"['Institutional', '1', 'Stable', '24', 'Endangered', '45', 'Extinct', '2']","dict_keys(['Nilo-Saharan', 'Niger-Congo', 'Afro-Asiatic'])"
Suriname,"Suriname is a country in the Americas that is home to 591,800 people. It is also home to 12 living indigenous languages. In addition, 10 living non-indigenous languages are established within the country. One of these, Dutch, is the official language of the country.",SR,156000,1975,South America,"dict_keys(['Akurio', 'Arawak', 'Aukan', 'Kwinti', 'Ndyuka-Trio_Pidgin', 'Saramaccan', 'Sarnami_Hindustani', 'Sikiana', 'Sranan_Tongo', 'Suriname_Javanese', 'Trió', 'Wayana'])",12,"['Institutional', '1', 'Stable', '6', 'Endangered', '5', 'Extinct', '0']","dict_keys(['Cariban', 'Creole', 'Austronesian', 'Indo-European', 'Maipurean', 'Pidgin'])"
Sweden,"Sweden is a country in Europe that is home to 10,219,000 people. It is also home to 10 living indigenous languages. One of these, Swedish, is the official language of the country. In addition, 10 living non-indigenous languages are established within the country. In formal education, 2 indigenous languages are used as languages of instruction.",SE,410340,1946,Europe,"dict_keys(['Lule_Saami', 'Meänkieli', 'North_Saami', 'Pite_Saami', 'South_Saami', 'Swedish', 'Swedish_Sign_Language', 'Tavringer_Romani', 'Ume_Saami', 'Övdalian'])",10,"['Institutional', '2', 'Stable', '0', 'Endangered', '8', 'Extinct', '0']","dict_keys(['Uralic', 'Indo-European', 'Mixed language', 'Sign language'])"
Switzerland,"Switzerland is a country in Europe that is home to 8,716,000 people. It is also home to 10 living indigenous languages. Two of these, French and Italian, are official languages of the country. Another, Romansh, is an official language in part of the country. In addition, 3 living non-indigenous languages are established within the country. One of these, Standard German, is also an official language of the country. In formal education, 4 indigenous languages are used as languages of instruction.",CH,39516,2002,Europe,"dict_keys(['Arpitan', 'French', 'Italian', 'Lombard', 'Romansh', 'Swiss_German', 'Swiss-French_Sign_Language', 'Swiss-German_Sign_Language', 'Swiss-Italian_Sign_Language', 'Walser'])",10,"['Institutional', '3', 'Stable', '5', 'Endangered', '2', 'Extinct', '0']","dict_keys(['Indo-European', 'Sign language'])"
